date,upbit_price,upbit_open,upbit_high,upbit_low,binance_price,binance_open,binance_high,binance_low,bitget_price,bitget_open,bitget_high,bitget_low,krw_usd
2025-10-31,164275000.0,164259000.0,166000000.0,163255000.0,109608.01,108322.87,111190.0,108275.28,110310.62,110200.02,110562.34,108631.97,1423.2
2025-11-01,164000000.0,164275000.0,164692000.0,163410000.0,110098.1,109608.01,110564.49,109394.81,110117.43,110310.62,111240.61,109847.19,1425.3000000000002
2025-11-02,164129000.0,164001000.0,165139000.0,163300000.0,110540.68,110098.1,111250.01,109471.34,105753.94,110117.43,110760.8,105500.0,1426.3500000000001
2025-11-03,158587000.0,164074000.0,164133000.0,158000000.0,106583.04,110540.69,110750.0,105306.56,103204.3,105753.94,107752.59,102931.3,1427.4
2025-11-04,152873000.0,158589000.0,161128000.0,147651000.0,101497.22,106583.05,107299.0,98944.36,103722.09,103204.3,103801.54,98964.51,1429.0
2025-11-05,156008000.0,152873000.0,156324000.0,146679000.0,103885.16,101497.23,104534.74,98966.8,102012.22,103722.09,104534.75,101617.52,1437.7
2025-11-06,151401000.0,156008000.0,156126000.0,150500000.0,101346.04,103885.16,104200.0,100300.95,100800.6,102012.22,102527.71,99250.0,1447.0
2025-11-07,153850000.0,151412000.0,154961000.0,148831000.0,103339.08,101346.04,104096.36,99260.86,101725.41,100800.6,104082.92,100516.83,1445.6
2025-11-08,152541000.0,153850000.0,154400000.0,151353000.0,102312.94,103339.09,103406.22,101454.0,103764.78,101725.41,104162.9,101400.67,1449.8
2025-11-09,155490000.0,152542000.0,156300000.0,151279000.0,104722.96,102312.95,105495.62,101400.0,105068.8,103764.78,106683.22,103333.0,1451.9
2025-11-10,156797000.0,155490000.0,158330000.0,154922000.0,106011.13,104722.95,106670.11,104265.02,103466.93,105068.8,107512.56,103179.71,1454.0
2025-11-11,154302000.0,156802000.0,159150000.0,153267000.0,103058.99,106011.13,107500.0,102476.09,102175.0,103466.93,105326.91,101976.0,1453.7
2025-11-12,153300000.0,154302000.0,157200000.0,152000000.0,101654.37,103059.0,105333.33,100813.59,101386.01,102175.0,104054.05,100811.06,1463.2
2025-11-13,151306000.0,153300000.0,155271000.0,149000000.0,99692.02,101654.37,104085.01,98000.4,96799.83,101386.01,101541.48,94547.5,1466.4
2025-11-14,143623000.0,151314000.0,151619000.0,142950000.0,94594.0,99692.03,99866.02,94012.45,96260.54,96799.83,97411.43,94003.5,1469.5
2025-11-15,144265000.0,143623000.0,146306000.0,143489000.0,95596.24,94594.0,96846.68,94558.49,94587.49,96260.54,96632.4,94390.24,1464.0
2025-11-16,140320000.0,144265000.0,144888000.0,138663000.0,94261.44,95596.23,96635.11,93005.55,93963.58,94587.49,96060.2,92976.7,1461.25
2025-11-17,137706000.0,140320000.0,142926000.0,137127000.0,92215.14,94261.45,96043.0,91220.0,92900.01,93963.58,94420.34,89296.84,1458.5
2025-11-18,137750000.0,137706000.0,139184000.0,132200000.0,92960.83,92215.14,93836.01,89253.78,89941.65,92900.01,93823.85,89862.01,1458.3
2025-11-19,136500000.0,137750000.0,137807000.0,132449000.0,91554.96,92960.83,92980.22,88608.0,89866.19,89941.65,93166.67,88611.72,1465.2
2025-11-20,129896000.0,136500000.0,138621000.0,129800000.0,86637.23,91554.96,93160.0,86100.0,82932.62,89866.19,89909.15,80650.0,1465.0
2025-11-21,128044000.0,129896000.0,131000000.0,121455000.0,85129.43,86637.22,87498.94,80600.0,84284.56,82932.62,85621.49,82332.55,1468.4
2025-11-22,127333000.0,128044000.0,129000000.0,125609000.0,84739.74,85129.42,85620.0,83500.0,87084.15,84284.56,87243.6,84224.13,1468.4
2025-11-23,131960000.0,127373000.0,133852000.0,127327000.0,86830.0,84739.75,88127.64,84667.57,86625.69,87084.15,88126.87,85275.01,1468.4
2025-11-24,132574000.0,131998000.0,133761000.0,129050000.0,88300.01,86830.0,89228.0,85272.0,86991.44,86625.69,89212.7,86111.12,1472.0
2025-11-25,130736000.0,132574000.0,132750000.0,129365000.0,87369.96,88300.01,88519.99,86116.0,87832.01,86991.44,88228.24,86190.0,1473.5
