symbol,date,open,high,low,close,volume,quote_volume
BTCUSDT,2024-05-04,62877.97,64539.04,62542.46,63894.37,10197.767219,647352535.8967108
ETHUSDT,2024-05-04,3102.72,3168.31,3092.71,3117.16,74784.30142,233723537.0891433
ETHUSDT,2024-05-05,3117.16,3171.89,3072.29,3136.59,77770.46627,243248489.5201642
BTCUSDT,2024-05-05,63894.37,64661.14,62880.0,64020.72,9632.016632,614431523.4612353
ETHUSDT,2024-05-06,3136.59,3222.0,3046.03,3062.92,148286.10959,463201447.301078
BTCUSDT,2024-05-06,64020.72,65513.99,62685.0,63166.31,14010.714862,896083209.3006538
ETHUSDT,2024-05-07,3062.92,3130.26,3000.0,3006.4,127146.89611,389953720.0581031
BTCUSDT,2024-05-07,63166.31,64419.12,62251.4,62326.12,13047.809379,828237061.7800785
ETHUSDT,2024-05-08,3006.4,3038.64,2936.53,2974.0,127305.76674,381892761.3805162
BTCUSDT,2024-05-08,62326.12,63029.99,60881.0,61198.46,13187.540178,820596063.544357
BTCUSDT,2024-05-09,61198.46,63436.46,60611.03,63072.51,11851.63103,732170363.8968523
ETHUSDT,2024-05-09,2974.0,3059.33,2950.67,3036.22,107538.46049,322421262.7985342
BTCUSDT,2024-05-10,63072.51,63465.0,60180.0,60803.75,15491.635371,957066183.22502
ETHUSDT,2024-05-10,3036.22,3053.95,2878.01,2910.07,137209.62105,407024119.3828394
BTCUSDT,2024-05-11,60803.75,61520.0,60480.01,60834.11,6478.588009,394791301.9932453
ETHUSDT,2024-05-11,2910.07,2945.55,2886.85,2912.38,55834.34835,162866512.2375619
BTCUSDT,2024-05-12,60834.11,61891.49,60603.69,61478.29,6539.214135,400403516.2399281
ETHUSDT,2024-05-12,2912.38,2955.43,2901.33,2929.59,55889.40492,163600945.0842153
BTCUSDT,2024-05-13,61478.29,63468.56,60750.0,62932.71,17247.863118,1075109216.4938717
ETHUSDT,2024-05-13,2929.59,2996.84,2864.93,2950.81,141231.75501,415176967.4053852
ETHUSDT,2024-05-14,2950.81,2961.06,2861.0,2882.21,123678.50941,359681916.7605614
BTCUSDT,2024-05-14,62932.71,63113.25,61101.0,61574.29,14601.271824,904101899.7574145
ETHUSDT,2024-05-15,2882.21,3041.64,2864.04,3032.23,133331.88324,393770126.4711185
BTCUSDT,2024-05-15,61574.29,66458.49,61337.16,66211.22,18387.694884,1176892600.332389
ETHUSDT,2024-05-16,3032.23,3041.15,2923.33,2944.81,120738.07235,359702038.4140118
BTCUSDT,2024-05-16,66211.22,66769.85,64600.0,65242.59,15990.04851,1051914751.8717827
BTCUSDT,2024-05-17,65242.59,67458.04,65102.17,67007.99,13668.525782,907346145.8835275
ETHUSDT,2024-05-17,2944.81,3120.06,2933.17,3091.75,149836.31802,456397044.0294811
BTCUSDT,2024-05-18,67007.99,67379.43,66567.4,66909.33,7394.443314,494991418.71254516
ETHUSDT,2024-05-18,3091.75,3147.37,3083.58,3123.31,89054.98756,277259061.5926079
BTCUSDT,2024-05-19,66909.33,67730.88,65869.44,66267.58,8902.925101,595244065.635312
ETHUSDT,2024-05-19,3123.31,3136.98,3053.58,3071.21,83575.31229,258272719.2138321
ETHUSDT,2024-05-20,3071.21,3695.06,3047.8,3662.7,307340.81509,1019979228.6090451
BTCUSDT,2024-05-20,66267.58,71556.13,66058.89,71432.8,20557.01204,1400701793.6271722
ETHUSDT,2024-05-21,3662.7,3842.75,3625.48,3790.33,286155.79709,1068097822.2743568
BTCUSDT,2024-05-21,71432.8,71981.11,69153.24,70153.0,16546.611129,1168884485.4367218
BTCUSDT,2024-05-22,70153.0,70677.47,68896.2,69163.1,15990.402173,1116375412.855423
ETHUSDT,2024-05-22,3790.33,3813.52,3653.12,3738.0,202656.99492,758295981.6525476
ETHUSDT,2024-05-23,3738.0,3949.65,3525.01,3782.52,408238.40218,1548600151.6509657
BTCUSDT,2024-05-23,69163.1,70096.43,66299.22,67971.36,19022.936648,1304771626.6586578
ETHUSDT,2024-05-24,3782.52,3829.58,3627.85,3727.8,160815.79818,598529790.4519337
BTCUSDT,2024-05-24,67971.36,69257.66,66611.44,68563.06,12600.48499,855258143.4771129
ETHUSDT,2024-05-25,3727.8,3779.99,3708.4,3749.5,74801.04986,280171137.2867443
BTCUSDT,2024-05-25,68563.06,69625.0,68502.0,69292.07,5310.57936,366419550.46514267
BTCUSDT,2024-05-26,69292.07,69558.4,68160.0,68510.0,6485.364258,447135400.16276383
ETHUSDT,2024-05-26,3749.5,3884.63,3731.46,3826.15,93510.68948,356718929.7063935
BTCUSDT,2024-05-27,68510.0,70696.14,68257.01,69431.61,16441.96352,1135774603.7493458
ETHUSDT,2024-05-27,3826.15,3977.79,3823.28,3893.91,125692.24296,491867469.748858
BTCUSDT,2024-05-28,69431.61,69593.09,67264.6,68406.58,15524.263762,1058392659.1405004
ETHUSDT,2024-05-28,3893.91,3931.28,3774.14,3844.51,158056.02973,609590936.2303911
BTCUSDT,2024-05-29,68406.58,68936.84,67133.91,67648.85,15926.62647,1081718834.8802164
ETHUSDT,2024-05-29,3844.51,3888.57,3744.08,3767.34,132807.89088,504918283.1289428
BTCUSDT,2024-05-30,67648.85,69520.23,67128.74,68356.69,18075.029869,1232794441.157374
ETHUSDT,2024-05-30,3767.34,3825.67,3702.39,3748.0,123326.28928,463811024.8524716
BTCUSDT,2024-05-31,68356.69,69053.77,66649.0,67541.3,9210.838185,625330166.2230333
ETHUSDT,2024-05-31,3748.0,3851.86,3723.23,3762.62,112154.87557,423218268.2692646
BTCUSDT,2024-06-01,67541.3,67894.64,67435.0,67763.27,3225.202275,218338325.62389466
ETHUSDT,2024-06-01,3762.62,3833.27,3752.9,3815.79,47566.57894,180442466.2566453
BTCUSDT,2024-06-02,67763.27,68472.24,67290.07,67765.5,6140.09845,416763755.2162739
ETHUSDT,2024-06-02,3815.79,3838.42,3752.16,3781.32,73599.55823,279173769.1941943
ETHUSDT,2024-06-03,3781.32,3850.69,3757.1,3767.2,115406.14852,438622324.7266423
BTCUSDT,2024-06-03,67765.5,70298.0,67605.0,68808.04,14339.197907,990631878.3001834
ETHUSDT,2024-06-04,3767.2,3832.4,3730.0,3810.5,119414.59153,451543310.918831
BTCUSDT,2024-06-04,68808.04,71081.56,68567.79,70535.9,14561.702063,1015869257.4602783
ETHUSDT,2024-06-05,3810.5,3887.34,3777.82,3866.53,122091.65944,466589715.233841
BTCUSDT,2024-06-05,70535.9,71772.99,70379.81,71113.08,12916.721058,918100831.3866907
BTCUSDT,2024-06-06,71113.08,71662.99,70101.96,70799.8,12156.486739,863484876.4648262
ETHUSDT,2024-06-06,3866.53,3878.37,3758.27,3813.56,109391.72784,419617759.108007
ETHUSDT,2024-06-07,3813.56,3842.1,3571.54,3678.6,202088.22765,756673597.3251417
BTCUSDT,2024-06-07,70799.8,72000.0,68369.24,69354.07,16532.354939,1165069790.0609803
BTCUSDT,2024-06-08,69354.07,69588.48,69167.54,69301.94,5774.59592,400732164.8993426
ETHUSDT,2024-06-08,3678.6,3709.78,3661.33,3681.27,82307.84446,303350946.3584819
BTCUSDT,2024-06-09,69301.94,69853.68,69133.84,69643.54,4967.488751,345272550.1414263
ETHUSDT,2024-06-09,3681.27,3722.46,3666.59,3706.52,71286.87011,263205846.734165
ETHUSDT,2024-06-10,3706.52,3713.84,3643.42,3667.86,120324.33227,442710848.1585673
BTCUSDT,2024-06-10,69643.54,70232.13,69166.85,69528.41,10936.022114,761230625.0511401
BTCUSDT,2024-06-11,69528.41,69581.02,66019.01,67313.8,23686.897516,1596497930.1414592
ETHUSDT,2024-06-11,3667.86,3672.91,3431.14,3497.51,234993.02455,829275670.9135051
ETHUSDT,2024-06-12,3497.51,3657.02,3461.52,3560.37,176044.69912,627741885.8321533
BTCUSDT,2024-06-12,67313.8,70025.73,66894.79,68264.02,20264.13826,1387749609.5649815
ETHUSDT,2024-06-13,3560.37,3561.92,3427.48,3469.06,161313.49042,563583034.4936647
BTCUSDT,2024-06-13,68264.02,68472.61,66259.68,66775.46,18548.629659,1249791607.7112367
ETHUSDT,2024-06-14,3469.06,3532.3,3361.9,3481.89,173458.0759,601075379.4132576
BTCUSDT,2024-06-14,66775.46,67368.34,65057.23,66047.32,17740.729591,1177320861.2624621
BTCUSDT,2024-06-15,66047.32,66479.99,65843.41,66222.31,6522.871127,431885901.262875
ETHUSDT,2024-06-15,3481.89,3594.37,3473.14,3569.33,113921.60924,403449482.8693299
BTCUSDT,2024-06-16,66222.31,66980.19,66037.23,66673.72,7667.543741,510039048.4736625
ETHUSDT,2024-06-16,3569.33,3655.1,3541.09,3624.26,99289.59462,356047907.4710756
BTCUSDT,2024-06-17,66673.72,67305.58,65120.3,66485.46,20212.270742,1336135682.207244
ETHUSDT,2024-06-17,3624.26,3638.24,3464.93,3511.03,229501.825,811987215.8635302
BTCUSDT,2024-06-18,66485.46,66589.1,64044.12,65178.29,26600.760875,1731877322.6847565
ETHUSDT,2024-06-18,3511.03,3517.11,3350.0,3483.78,272360.99505,932913485.5060974
BTCUSDT,2024-06-19,65178.29,65733.44,64670.0,64964.02,14175.184918,923745260.0028536
ETHUSDT,2024-06-19,3483.78,3589.0,3465.97,3560.53,179381.0242,635144959.1835582
BTCUSDT,2024-06-20,64964.02,66487.0,64550.0,64876.83,17730.894769,1157916197.4769647
ETHUSDT,2024-06-20,3560.53,3626.13,3485.14,3512.58,179397.83126,637510167.8004793
ETHUSDT,2024-06-21,3512.58,3548.03,3446.09,3518.71,200522.58686,701608337.6502461
BTCUSDT,2024-06-21,64876.83,65079.75,63368.63,64142.67,18999.233571,1217639453.2932851
ETHUSDT,2024-06-22,3518.71,3521.57,3475.58,3495.87,70888.98515,248036690.0722292
BTCUSDT,2024-06-22,64142.67,64532.36,63937.5,64259.11,5025.851422,323157080.14842343
ETHUSDT,2024-06-23,3495.87,3521.35,3403.02,3420.76,122154.85205,423839371.4102168
BTCUSDT,2024-06-23,64259.11,64519.68,63163.63,63209.63,6867.007231,439727012.3739095
BTCUSDT,2024-06-24,63209.63,63370.16,58382.94,60297.29,34352.129649,2103525236.7909408
ETHUSDT,2024-06-24,3420.76,3435.54,3221.86,3352.78,295310.55674,984047958.8897907
ETHUSDT,2024-06-25,3352.78,3429.69,3336.41,3394.2,135388.44603,457967530.91684
BTCUSDT,2024-06-25,60297.29,62427.41,60256.49,61804.29,19623.101274,1202641309.2194366
BTCUSDT,2024-06-26,61804.29,62493.01,60704.75,60857.49,15660.472163,961866539.5405109
ETHUSDT,2024-06-26,3394.2,3426.62,3324.0,3371.34,144036.90504,486906699.9253346
ETHUSDT,2024-06-27,3371.34,3477.37,3361.4,3450.39,128572.36927,439660737.5072173
BTCUSDT,2024-06-27,60857.49,62398.87,60607.7,61695.87,16742.737307,1027753398.336473
BTCUSDT,2024-06-28,61695.87,62233.23,60038.29,60433.19,20671.496475,1265748094.3817992
ETHUSDT,2024-06-28,3450.39,3487.72,3365.28,3380.43,134681.96183,461195602.3758324
BTCUSDT,2024-06-29,60433.19,61239.61,60400.0,60979.9,7932.12952,483248688.6461754
ETHUSDT,2024-06-29,3380.43,3408.14,3371.22,3378.81,50439.88505,170955237.0740293
ETHUSDT,2024-06-30,3378.81,3460.0,3352.02,3438.07,78794.94391,267881957.4015574
BTCUSDT,2024-06-30,60979.9,63068.91,60707.31,62772.83,9159.040658,565136702.9873848
BTCUSDT,2024-07-01,62772.83,63863.88,62527.77,62893.02,17146.216819,1082659903.1514397
ETHUSDT,2024-07-01,3438.07,3524.62,3423.63,3441.89,134404.74449,467167417.6818897
ETHUSDT,2024-07-02,3441.89,3464.09,3401.71,3421.77,97629.50819,335344906.1381377
BTCUSDT,2024-07-02,62893.02,63295.86,61810.5,62131.02,12553.43583,784268143.5301111
ETHUSDT,2024-07-03,3421.77,3432.25,3250.17,3295.64,194363.01118,645477939.0522215
BTCUSDT,2024-07-03,62131.02,62286.36,59387.59,60211.1,19925.700455,1206263679.8404517
ETHUSDT,2024-07-04,3295.64,3313.48,3050.27,3059.88,236936.14116,750292452.0970097
BTCUSDT,2024-07-04,60211.1,60503.22,56752.13,57056.28,25290.405451,1470777653.4515896
ETHUSDT,2024-07-05,3059.88,3109.16,2807.21,2981.57,309666.09618,910421613.2257864
BTCUSDT,2024-07-05,57056.28,57555.0,53345.94,56631.52,23088.571336,1282878717.2157083
BTCUSDT,2024-07-06,56631.52,58485.47,56018.21,58239.99,9940.385056,567901563.724745
ETHUSDT,2024-07-06,2981.57,3081.95,2954.28,3067.32,98302.14181,296300183.7832968
BTCUSDT,2024-07-07,58239.99,58445.8,55718.61,55864.83,10727.975865,614742797.2961593
ETHUSDT,2024-07-07,3067.32,3073.11,2922.14,2931.07,99237.95677,297488964.0238706
ETHUSDT,2024-07-08,2931.07,3096.69,2822.22,3019.08,238995.76813,711129753.1241491
BTCUSDT,2024-07-08,55864.83,58220.0,54277.81,56711.66,17367.690054,977413163.0465367
ETHUSDT,2024-07-09,3019.08,3115.36,3003.99,3066.57,189360.51682,580725728.7765751
BTCUSDT,2024-07-09,56711.66,58312.0,56291.83,58048.52,13123.359683,753640656.1968397
ETHUSDT,2024-07-10,3066.57,3152.0,3023.74,3100.79,201780.31842,625104307.9202939
BTCUSDT,2024-07-10,58048.52,59482.0,57149.27,57733.33,16643.830341,968048405.3024538
ETHUSDT,2024-07-11,3100.79,3216.55,3053.06,3099.44,194970.30863,609816138.964653
BTCUSDT,2024-07-11,57733.33,59559.73,57049.96,57343.88,15993.704904,928676592.9613605
BTCUSDT,2024-07-12,57343.88,58536.45,56538.8,57891.49,14623.710134,840594481.3592277
ETHUSDT,2024-07-12,3099.44,3157.86,3045.45,3134.23,180702.47915,560033009.4354619
ETHUSDT,2024-07-13,3134.23,3202.35,3113.21,3175.67,104661.29662,329988947.767928
BTCUSDT,2024-07-13,57891.49,59858.0,57750.0,59204.58,10465.033445,612558728.3136714
ETHUSDT,2024-07-14,3175.67,3268.89,3163.2,3245.26,120777.22449,386626068.641608
BTCUSDT,2024-07-14,59204.58,61433.24,59193.96,60791.33,12725.297318,764045293.2619418
ETHUSDT,2024-07-15,3245.26,3494.63,3233.11,3483.22,168592.69054,567994517.1282203
BTCUSDT,2024-07-15,60791.33,64912.45,60649.91,64721.37,20967.809277,1320917551.3451993
BTCUSDT,2024-07-16,64721.37,65399.96,62382.93,65047.0,20752.661083,1329816905.570842
ETHUSDT,2024-07-16,3483.22,3498.91,3346.19,3444.53,217351.69494,746096819.730565
ETHUSDT,2024-07-17,3444.53,3517.52,3376.04,3387.44,155038.50591,535251521.5532393
BTCUSDT,2024-07-17,65047.0,66129.54,63846.77,64085.63,16203.975781,1053473638.2940327
ETHUSDT,2024-07-18,3387.44,3489.98,3367.37,3426.8,141401.42639,484449000.6683827
BTCUSDT,2024-07-18,64085.63,65119.53,63233.74,63994.11,14569.080138,936429055.7443615
BTCUSDT,2024-07-19,63994.11,67397.34,63295.59,66660.74,19191.988302,1253490238.8860574
ETHUSDT,2024-07-19,3426.8,3541.69,3376.89,3504.12,159942.81162,552189090.9423302
ETHUSDT,2024-07-20,3504.12,3539.72,3479.71,3517.4,81737.74057,286362271.6625361
BTCUSDT,2024-07-20,66660.74,67617.4,66227.8,67132.56,9565.078733,639517970.0172309
BTCUSDT,2024-07-21,67132.56,68381.0,65777.0,68170.01,13408.005022,901005393.9335847
ETHUSDT,2024-07-21,3517.4,3547.43,3410.01,3535.96,131709.3637,460280212.5300229
BTCUSDT,2024-07-22,68170.01,68486.01,66498.24,67530.82,16543.216145,1116994135.4571242
ETHUSDT,2024-07-22,3535.96,3563.1,3422.4,3439.52,158335.92393,551249723.728433
BTCUSDT,2024-07-23,67530.82,67757.15,65429.98,65939.31,19665.680248,1308312735.1639037
ETHUSDT,2024-07-23,3439.52,3541.35,3389.0,3482.68,245420.86348,852238807.8869984
ETHUSDT,2024-07-24,3482.68,3488.47,3293.1,3335.56,150217.07858,512279707.5372135
BTCUSDT,2024-07-24,65939.31,67112.98,65072.02,65377.2,16271.02964,1075835612.9265833
ETHUSDT,2024-07-25,3335.56,3342.66,3086.94,3175.28,259787.90631,825271594.6839755
BTCUSDT,2024-07-25,65377.2,66190.32,63443.43,65805.11,20832.6,1344623705.1628501
BTCUSDT,2024-07-26,65805.11,68219.02,65722.43,67909.78,16963.709995,1141313387.9746487
ETHUSDT,2024-07-26,3175.28,3286.2,3170.72,3274.64,161281.25679,523503056.6712713
ETHUSDT,2024-07-27,3274.64,3327.8,3190.69,3249.39,149219.26204,487336685.3175141
BTCUSDT,2024-07-27,67909.78,69415.15,66635.03,67899.4,17645.18666,1204129501.5481288
ETHUSDT,2024-07-28,3249.39,3284.72,3197.55,3269.91,75067.96093,243795342.0058692
BTCUSDT,2024-07-28,67899.4,68339.05,67052.69,68242.63,11702.165925,793396255.7486846
ETHUSDT,2024-07-29,3269.91,3397.46,3257.56,3318.18,144090.69168,479977711.8114689
BTCUSDT,2024-07-29,68242.63,70067.09,66421.36,66781.35,20898.030085,1431466290.501029
BTCUSDT,2024-07-30,66781.35,66993.73,65299.25,66191.9,17425.82067,1155579877.857919
ETHUSDT,2024-07-30,3318.18,3366.42,3232.91,3279.12,128919.43569,426755479.3862735
BTCUSDT,2024-07-31,66191.9,66844.54,64524.9,64631.66,16971.366944,1119907622.6486948
ETHUSDT,2024-07-31,3279.12,3350.0,3213.81,3232.7,135912.05528,447473654.4447175
ETHUSDT,2024-08-01,3232.7,3242.89,3079.87,3203.28,180181.06447,569672278.7349684
BTCUSDT,2024-08-01,64631.66,65664.17,62276.07,65359.52,26649.072201,1704885673.436931
ETHUSDT,2024-08-02,3203.28,3218.56,2967.02,2989.2,199861.2589,616268841.4778211
BTCUSDT,2024-08-02,65359.52,65604.69,61220.51,61492.7,30995.032601,1972178711.9754477
ETHUSDT,2024-08-03,2989.2,3018.48,2858.5,2903.68,183781.94237,541392211.5721422
BTCUSDT,2024-08-03,61492.7,62195.44,59845.0,60706.71,24048.623913,1473104998.6123004
ETHUSDT,2024-08-04,2903.68,2935.36,2623.36,2688.92,211480.88339,592609580.2556903
BTCUSDT,2024-08-04,60706.71,61117.99,57141.0,58165.87,22629.787445,1350336542.3474417
BTCUSDT,2024-08-05,58165.87,58308.01,48974.0,54024.47,83370.985286,4421687464.756573
ETHUSDT,2024-08-05,2688.92,2697.58,2093.59,2419.88,1044960.81604,2438313449.6145945
ETHUSDT,2024-08-06,2419.88,2556.59,2414.33,2461.15,321407.55323,800906253.3109568
BTCUSDT,2024-08-06,54024.47,57078.28,53946.16,56019.93,29868.423264,1666490223.5253727
BTCUSDT,2024-08-07,56019.93,57753.0,54548.7,55143.12,24187.586582,1361839904.2855089
ETHUSDT,2024-08-07,2461.15,2552.1,2307.79,2343.23,271184.08007,661680955.0378864
BTCUSDT,2024-08-08,55143.12,62745.45,54736.64,61686.97,26074.519089,1522062950.9664679
ETHUSDT,2024-08-08,2343.23,2725.37,2320.58,2682.57,261762.40907,654194174.1518604
ETHUSDT,2024-08-09,2682.57,2708.35,2552.67,2599.08,157171.54597,413852986.2405411
BTCUSDT,2024-08-09,61686.97,61757.07,59520.53,60845.02,22877.550585,1388828202.5165842
BTCUSDT,2024-08-10,60845.02,61484.99,60240.58,60923.71,22990.614685,1396413061.0953786
ETHUSDT,2024-08-10,2599.08,2645.0,2575.88,2610.06,93938.59402,245466598.4770415
ETHUSDT,2024-08-11,2610.06,2719.9,2539.35,2555.45,128207.60964,336319706.2838491
BTCUSDT,2024-08-11,60923.71,61878.81,58293.1,58726.67,28202.702765,1704906456.7220194
ETHUSDT,2024-08-12,2555.45,2750.7,2509.6,2722.59,190300.39146,501595411.900108
BTCUSDT,2024-08-12,58726.67,60710.73,57655.11,59349.13,27839.413569,1641059979.617997
ETHUSDT,2024-08-13,2722.59,2738.91,2610.31,2702.38,181098.6481,484736397.0586253
BTCUSDT,2024-08-13,59349.13,61580.75,58400.4,60582.31,29862.524312,1782499113.9570558
BTCUSDT,2024-08-14,60582.31,61850.0,58433.32,58685.49,32947.538838,1981939832.8048236
ETHUSDT,2024-08-14,2702.38,2784.78,2631.91,2661.12,161255.2294,434959008.0567252
BTCUSDT,2024-08-15,58685.49,59856.38,56089.73,57539.07,32362.575698,1889284097.891663
ETHUSDT,2024-08-15,2661.12,2675.66,2515.14,2569.98,176856.78525,461480892.2420579
ETHUSDT,2024-08-16,2569.98,2631.18,2550.69,2592.92,137965.31433,358325354.1036792
BTCUSDT,2024-08-16,57539.07,59826.56,57096.07,58879.89,27341.740089,1596609092.9877546
ETHUSDT,2024-08-17,2592.92,2628.64,2587.31,2614.33,66751.38271,173903509.7642506
BTCUSDT,2024-08-17,58879.89,59716.92,58795.12,59498.11,22733.116628,1347783670.3838284
ETHUSDT,2024-08-18,2614.33,2687.64,2594.59,2612.24,103719.58686,273978424.2522221
BTCUSDT,2024-08-18,59498.11,60282.67,58419.36,58434.57,21951.936645,1309337609.1484787
ETHUSDT,2024-08-19,2612.24,2648.55,2563.42,2636.4,147352.2464,383940086.840652
BTCUSDT,2024-08-19,58434.57,59613.17,57793.59,59439.59,26188.860492,1534520227.7683048
ETHUSDT,2024-08-20,2636.4,2695.84,2554.3,2572.68,157673.63771,413341874.9084649
BTCUSDT,2024-08-20,59439.59,61425.0,58510.0,59007.92,25494.475747,1530542351.2099843
ETHUSDT,2024-08-21,2572.68,2664.07,2535.19,2630.71,159322.24401,414466792.9143523
BTCUSDT,2024-08-21,59007.92,61829.56,58776.44,61152.67,25831.176681,1547386466.6969104
ETHUSDT,2024-08-22,2630.71,2644.94,2583.87,2623.21,139475.70755,365397360.0056196
BTCUSDT,2024-08-22,61152.67,61417.81,59700.0,60388.68,23357.894027,1417667501.4710453
BTCUSDT,2024-08-23,60388.68,65000.0,60338.34,64046.3,26153.535146,1623983573.6915028
ETHUSDT,2024-08-23,2623.21,2800.0,2621.26,2762.7,189519.70127,510118214.0118633
ETHUSDT,2024-08-24,2762.7,2819.69,2732.43,2767.8,133927.6717,370744756.7896672
BTCUSDT,2024-08-24,64046.3,64500.0,63543.28,64153.5,19546.945175,1252154804.3250523
ETHUSDT,2024-08-25,2767.8,2792.37,2733.35,2745.9,108926.1711,300836851.5169411
BTCUSDT,2024-08-25,64153.5,65032.12,63780.0,64218.1,18111.952814,1162032842.1144884
BTCUSDT,2024-08-26,64218.1,64479.22,62796.41,62834.75,26594.582272,1692581453.8617122
ETHUSDT,2024-08-26,2745.9,2761.99,2666.76,2680.42,145953.97592,397115305.3731653
ETHUSDT,2024-08-27,2680.42,2700.3,2391.38,2457.39,225941.22376,581787499.7188065
BTCUSDT,2024-08-27,62834.75,63213.07,57955.58,59411.08,33807.337927,2088185599.163004
ETHUSDT,2024-08-28,2457.39,2554.84,2418.5,2528.55,235475.27769,587259138.1566807
BTCUSDT,2024-08-28,59411.08,60257.77,57801.54,59044.69,23996.944745,1421443107.4475985
BTCUSDT,2024-08-29,59044.69,61175.07,58703.08,59348.57,18827.563337,1124444231.841139
ETHUSDT,2024-08-29,2528.55,2595.72,2505.67,2527.42,154456.99421,393548117.561713
ETHUSDT,2024-08-30,2527.42,2552.98,2430.82,2526.18,181726.23894,454776561.8197564
BTCUSDT,2024-08-30,59348.57,59944.16,57700.0,59130.23,19456.016647,1148561091.5127566
ETHUSDT,2024-08-31,2526.18,2534.06,2492.04,2513.1,80474.34523,202623964.1385994
BTCUSDT,2024-08-31,59130.23,59463.0,58736.42,58972.48,7176.997611,423843907.30189884
ETHUSDT,2024-09-01,2513.1,2516.24,2398.38,2425.79,124107.56766,306429751.9089384
BTCUSDT,2024-09-01,58972.48,59080.67,57162.76,57293.29,16960.761333,986260588.4842162
ETHUSDT,2024-09-02,2425.79,2565.06,2423.37,2538.09,151483.29589,377923911.5485811
BTCUSDT,2024-09-02,57293.29,59432.74,57124.21,59142.75,23098.25972,1345918463.2100213
BTCUSDT,2024-09-03,59142.75,59825.0,57401.01,57481.78,20902.434172,1222786403.5414088
ETHUSDT,2024-09-03,2538.09,2553.75,2412.35,2425.08,134290.09325,333179926.2148063
BTCUSDT,2024-09-04,57481.78,58526.02,55566.05,57972.69,30443.293677,1736230098.1085956
ETHUSDT,2024-09-04,2425.08,2490.17,2305.0,2450.48,239802.99824,574522927.700639
BTCUSDT,2024-09-05,57972.69,58333.08,55632.01,56177.67,28363.931568,1611468444.7278748
ETHUSDT,2024-09-05,2450.48,2466.17,2347.72,2368.64,157709.96541,377962408.5629146
BTCUSDT,2024-09-06,56177.67,57018.51,52535.5,53961.62,33299.00433,1834936672.462319
ETHUSDT,2024-09-06,2368.64,2409.13,2150.0,2225.18,382689.10704,878087781.5791554
BTCUSDT,2024-09-07,53961.62,54851.34,53750.02,54164.51,22779.134421,1236286170.4098992
ETHUSDT,2024-09-07,2225.18,2311.51,2221.86,2273.45,143389.82675,325813487.3827404
BTCUSDT,2024-09-08,54164.51,55324.49,53628.06,54877.92,14830.880938,806452959.4971524
ETHUSDT,2024-09-08,2273.45,2334.05,2240.51,2297.77,167070.98851,381467162.778186
BTCUSDT,2024-09-09,54877.92,58130.24,54591.47,57039.58,21486.315072,1198707759.0166748
ETHUSDT,2024-09-09,2297.77,2382.3,2272.87,2359.25,234763.61727,544584740.2167885
BTCUSDT,2024-09-10,57039.58,58052.21,56383.76,57643.48,25482.208587,1454347367.1833742
ETHUSDT,2024-09-10,2359.25,2400.0,2320.14,2388.84,171740.93409,404023047.1440979
BTCUSDT,2024-09-11,57643.48,57991.0,55555.0,57334.15,26867.906044,1526657444.290603
ETHUSDT,2024-09-11,2388.84,2389.73,2277.29,2340.6,224087.10269,523086817.9308598
ETHUSDT,2024-09-12,2340.6,2392.6,2315.39,2361.97,171935.25342,404612859.5811767
BTCUSDT,2024-09-12,57334.15,58582.8,57318.13,58134.02,24532.880423,1423620394.1847703
BTCUSDT,2024-09-13,58134.02,60628.71,57627.44,60486.46,27348.341105,1605012877.9185715
ETHUSDT,2024-09-13,2361.97,2465.88,2337.43,2439.63,180368.13026,429915418.7143526
BTCUSDT,2024-09-14,60486.46,60605.59,59381.96,59993.99,10879.880909,652816042.8940647
ETHUSDT,2024-09-14,2439.63,2441.07,2375.58,2418.0,116473.49165,281550225.3217891
BTCUSDT,2024-09-15,59993.99,60402.87,58686.66,59125.26,12611.025092,755203245.5499699
ETHUSDT,2024-09-15,2418.0,2430.85,2282.85,2316.13,132749.89044,315889395.187604
BTCUSDT,2024-09-16,59125.26,59212.21,57471.2,58211.04,19796.213432,1154190845.742721
ETHUSDT,2024-09-16,2316.13,2336.18,2252.21,2295.76,194388.18738,445374823.2850327
BTCUSDT,2024-09-17,58211.04,61345.51,57612.68,60311.99,27008.456074,1608103647.671787
ETHUSDT,2024-09-17,2295.76,2393.93,2263.16,2341.61,167376.98051,390051043.7001599
BTCUSDT,2024-09-18,60311.99,61797.43,59174.08,61771.74,28543.499462,1718007459.323655
ETHUSDT,2024-09-18,2341.61,2376.27,2277.0,2375.05,205209.65497,476190248.2465966
BTCUSDT,2024-09-19,61771.74,63856.57,61555.63,62950.21,31569.317675,1978996824.350128
ETHUSDT,2024-09-19,2375.05,2495.29,2372.48,2465.53,213247.35974,518769801.5425594
BTCUSDT,2024-09-20,62950.21,64144.41,62338.46,63201.84,23545.225218,1488730530.7780888
ETHUSDT,2024-09-20,2465.53,2571.97,2437.45,2561.6,191160.82663,483834023.0791115
ETHUSDT,2024-09-21,2561.6,2623.2,2528.86,2612.41,127241.83048,326044989.5886837
BTCUSDT,2024-09-21,63201.84,63564.66,62737.08,63347.97,13117.832571,827813673.0274849
ETHUSDT,2024-09-22,2612.41,2632.77,2524.53,2581.22,145312.61303,375309766.7323612
BTCUSDT,2024-09-22,63347.97,64013.36,62368.5,63581.2,16444.715405,1035673828.9034585
